amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
,community-facilities,3PL/2015/0917/O_3.148,3PL/2015/0917/O_LIB,,2020-07-22,local-authority-eng:NFK,2020-01-30,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2015-0917-O-LIB
9.25E+4,transport-and-travel,3PL/2015/0917/O_3.147,3PL/2015/0917/O_TP,,2020-05-12,local-authority-eng:NFK,2020-01-30,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2015-0917-O-TP
,education,3PL/2017/0996/O_3.76,3PL/2017/0996/O_EDU,,2020-07-07,local-authority-eng:NFK,2020-03-27,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-0996-O-EDU
5E+5,green-infrastructure,3PL/2017/0996/O_3.79,3PL/2017/0996/O_GI,,2020-05-12,local-authority-eng:NFK,2020-03-27,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-0996-O-GI
,community-facilities,3PL/2017/0996/O_3.77,3PL/2017/0996/O_LIB,,2020-07-08,local-authority-eng:NFK,2020-03-27,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-0996-O-LIB
,monitoring-fees,3PL/2017/0996/O_3.79,3PL/2017/0996/O_MON,,2020-07-10,local-authority-eng:NFK,2020-03-27,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-0996-O-MON
2E+6,transport-and-travel,3PL/2017/0996/O_3.79,3PL/2017/0996/O_PT,,2020-05-12,local-authority-eng:NFK,2020-03-27,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-0996-O-PT
,community-facilities,3PL/2017/1354/F_3.186,3PL/2017/1354/F_LIB,,2020-07-13,local-authority-eng:NFK,2019-09-12,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-1354-F-LIB
,education,3PL/2017/1487/O_3.199,3PL/2017/1487/O_EDU,,2020-07-19,local-authority-eng:NFK,2019-08-29,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-1487-O-EDU
,community-facilities,3PL/2017/1487/O_3.199,3PL/2017/1487/O_LIB,,2020-07-20,local-authority-eng:NFK,2019-08-29,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-1487-O-LIB
,education,3PL/2017/1574/O_3.204,3PL/2017/1574/O_EDU,,2020-07-16,local-authority-eng:NFK,2019-09-10,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-1574-O-EDU
1.276E+4,green-infrastructure,3PL/2017/1574/O_3.204,3PL/2017/1574/O_GI,,2020-05-12,local-authority-eng:NFK,2019-09-10,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-1574-O-GI
,community-facilities,3PL/2017/1574/O_3.204,3PL/2017/1574/O_LIB,,2020-07-17,local-authority-eng:NFK,2019-09-10,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2017-1574-O-LIB
,education,3PL/2018/0852/F-3.211,3PL/2018/0852/F_EDU,,2020-10-01,local-authority-eng:NFK,2019-06-26,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2018-0852-F-EDU
,highways,3PL/2018/0852/F-3.211,3PL/2018/0852/F_H,,2020-10-01,local-authority-eng:NFK,2019-06-26,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2018-0852-F-H
,community-facilities,3PL/2018/0852/F-3.211,3PL/2018/0852/F_LIB,,2020-10-01,local-authority-eng:NFK,2019-06-26,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2018-0852-F-LIB
,education,3PL/2018/0952/O-3.143,3PL/2018/0952/O_EDU,,2020-10-01,local-authority-eng:NFK,2019-12-10,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2018-0952-O-EDU
5.2E+4,green-infrastructure,3PL/2018/0952/O-3.143,3PL/2018/0952/O_GI,,2020-05-12,local-authority-eng:NFK,2019-12-10,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2018-0952-O-GI
5.2E+4,green-infrastructure,3PL/2018/0952/O-3.143,3PL/2018/0952/O_GI,,2020-05-12,local-authority-eng:NFK,2019-12-10,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2018-0952-O-GI
,community-facilities,3PL/2018/0952/O-3.143,3PL/2018/0952/O_LIB,,2020-10-01,local-authority-eng:NFK,2019-12-10,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2018-0952-O-LIB
9.54E+4,transport-and-travel,3PL/2018/0952/O-3.143,3PL/2018/0952/O_TP,,2020-05-12,local-authority-eng:NFK,2019-12-10,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2018-0952-O-TP
,education,3PL/2018/1102/O_3.220,3PL/2018/1102/O_EDU,,2020-07-11,local-authority-eng:NFK,2019-07-09,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2018-1102-O-EDU
,community-facilities,3PL/2018/1102/O_3.220,3PL/2018/1102/O_LIB,,2020-07-12,local-authority-eng:NFK,2019-07-09,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2018-1102-O-LIB
,education,3PL/2019/1056/O-232,3PL/2019/1056/O_EDU,,2020-10-01,local-authority-eng:NFK,2020-05-21,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2019-1056-O-EDU
,green-infrastructure,3PL/2019/1056/O-233,3PL/2019/1056/O_GI,,2020-10-01,local-authority-eng:NFK,2020-05-21,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2019-1056-O-GI
,community-facilities,3PL/2019/1056/O-233,3PL/2019/1056/O_LIB,,2020-10-01,local-authority-eng:NFK,2020-05-21,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2019-1056-O-LIB
,monitoring-fees,3PL/2019/1056/O-231,3PL/2019/1056/O_MON,,2020-10-01,local-authority-eng:NFK,2020-05-21,,/developer-agreement-contribution/local-authority-eng/NFK/3PL-2019-1056-O-MON
,highways,9/2/17/1106,9/2/17/1106_H,,2020-05-12,local-authority-eng:NFK,2019-04-01,,/developer-agreement-contribution/local-authority-eng/NFK/9-2-17-1106-H
2.25E+4,green-infrastructure,9/2/17/1151,9/2/17/1151_GI,,2020-05-12,local-authority-eng:NFK,2019-04-12,,/developer-agreement-contribution/local-authority-eng/NFK/9-2-17-1151-GI
,highways,9/2/17/1151,9/2/17/1151_H,,2020-05-12,local-authority-eng:NFK,2019-04-12,,/developer-agreement-contribution/local-authority-eng/NFK/9-2-17-1151-H
,highways,9/3/18/1021,9/3/18/1021_H,,2020-05-12,local-authority-eng:NFK,2019-06-26,,/developer-agreement-contribution/local-authority-eng/NFK/9-3-18-1021-H
,highways,9/5/16/1066,9/5/16/1066_H,,2020-05-12,local-authority-eng:NFK,2020-02-17,,/developer-agreement-contribution/local-authority-eng/NFK/9-5-16-1066-H
,transport-and-travel,9/5/16/1066,9/5/16/1066_PT,,2020-05-12,local-authority-eng:NFK,2020-02-17,,/developer-agreement-contribution/local-authority-eng/NFK/9-5-16-1066-PT
,highways,9/6/18/0173,9/6/18/0173_H,,2020-05-12,local-authority-eng:NFK,2020-02-13,,/developer-agreement-contribution/local-authority-eng/NFK/9-6-18-0173-H
