amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
1128.3,community-infrastructure-levy,P2018/1671/FUL-da,MC18/1671B/0320/1-admin,,2020-06-19,local-authority-eng:ISL,2019-12-17,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1671B-0320-1-admin
4582.06,neighbourhood-community-infrastructure-levy,P2018/4232/FUL-da,MC18/4232H/0476/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-10-11,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-4232H-0476-1-ncil
241.16,community-infrastructure-levy,P2018/4232/FUL-da,MC18/4232H/0476/1-admin,,2020-06-19,local-authority-eng:ISL,2019-10-11,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-4232H-0476-1-admin
17898.48,neighbourhood-community-infrastructure-levy,P2019/1603/FUL-da,MC19/1603A/0622/1-ncil,,2020-06-19,local-authority-eng:ISL,2020-01-15,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-1603A-0622-1-ncil
942.03,community-infrastructure-levy,P2019/1603/FUL-da,MC19/1603A/0622/1-admin,,2020-06-19,local-authority-eng:ISL,2020-01-15,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-1603A-0622-1-admin
350840.19,neighbourhood-community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-09-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC55-7018B-0649-1-ncil
18465.27,community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/1-admin,,2020-06-19,local-authority-eng:ISL,2019-09-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC55-7018B-0649-1-admin
138991.58,neighbourhood-community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/2-ncil,,2020-06-19,local-authority-eng:ISL,2019-09-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC55-7018B-0649-2-ncil
7315.35,community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/2-admin,,2020-06-19,local-authority-eng:ISL,2019-09-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC55-7018B-0649-2-admin
88481.18,neighbourhood-community-infrastructure-levy,P2019/0183/FUL-da,MC19/0183A/0666/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-09-23,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-0183A-0666-1-ncil
4656.9,community-infrastructure-levy,P2019/0183/FUL-da,MC19/0183A/0666/1-admin,,2020-06-19,local-authority-eng:ISL,2019-09-23,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-0183A-0666-1-admin
37617.14,neighbourhood-community-infrastructure-levy,P2019/0551/FUL-da,MC19/0551A/0693/1-ncil,,2020-06-19,local-authority-eng:ISL,2019-11-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-0551A-0693-1-ncil
1979.85,community-infrastructure-levy,P2019/0551/FUL-da,MC19/0551A/0693/1-admin,,2020-06-19,local-authority-eng:ISL,2019-11-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-0551A-0693-1-admin
17980.11,mayoral-community-infrastructure-levy,P2016/0691/FUL-da,MC16/0691G/0625/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-08-16,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-0691G-0625-1-mcil
749.17,community-infrastructure-levy,P2016/0691/FUL-da,MC16/0691G/0625/1-admin,,2020-06-19,local-authority-eng:ISL,2019-08-16,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-0691G-0625-1-admin
64271.54,mayoral-community-infrastructure-levy,P2015/1958/FUL-da,MC15/1958B/6542/1-mcil,,2020-06-19,local-authority-eng:ISL,2020-03-27,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-1958B-6542-1-mcil
2261.31,community-infrastructure-levy,P2015/1958/FUL-da,MC15/1958B/6542/1-admin,,2020-06-19,local-authority-eng:ISL,2020-03-27,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-1958B-6542-1-admin
1549.78,mayoral-community-infrastructure-levy,P2015/4162/FUL-da,MC15/4162N/4728/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-08-09,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-4162N-4728-1-mcil
64.57,community-infrastructure-levy,P2015/4162/FUL-da,MC15/4162N/4728/1-admin,,2020-06-19,local-authority-eng:ISL,2019-08-09,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-4162N-4728-1-admin
24310.17,mayoral-community-infrastructure-levy,P2016/3207/FUL-da,MC16/3207B/4423/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-09-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-3207B-4423-1-mcil
1012.92,community-infrastructure-levy,P2016/3207/FUL-da,MC16/3207B/4423/1-admin,,2020-06-19,local-authority-eng:ISL,2019-09-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-3207B-4423-1-admin
4029.42,mayoral-community-infrastructure-levy,P2017/0556/FUL-da,MC17/0556B/0711/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-11-06,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0556B-0711-1-mcil
167.89,community-infrastructure-levy,P2017/0556/FUL-da,MC17/0556B/0711/1-admin,,2020-06-19,local-authority-eng:ISL,2019-11-06,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0556B-0711-1-admin
9205.68,mayoral-community-infrastructure-levy,P2016/2646/FUL-da,MC16/2646G/4714/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-05-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-2646G-4714-1-mcil
383.56,community-infrastructure-levy,P2016/2646/FUL-da,MC16/2646G/4714/1-admin,,2020-06-19,local-authority-eng:ISL,2019-05-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-2646G-4714-1-admin
3223.54,mayoral-community-infrastructure-levy,P2016/3191/FUL-da,MC16/3191E/6202/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-07-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-3191E-6202-1-mcil
134.31,community-infrastructure-levy,P2016/3191/FUL-da,MC16/3191E/6202/1-admin,,2020-06-19,local-authority-eng:ISL,2019-07-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-3191E-6202-1-admin
53312.29,mayoral-community-infrastructure-levy,P2017/0724/S73-da,MC17/0724A/0765/1-mcil,,2020-06-19,local-authority-eng:ISL,2020-02-04,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0724A-0765-1-mcil
2221.34,community-infrastructure-levy,P2017/0724/S73-da,MC17/0724A/0765/1-admin,,2020-06-19,local-authority-eng:ISL,2020-02-04,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0724A-0765-1-admin
2223.29,mayoral-community-infrastructure-levy,P2015/3543/FUL-da,MC15/3543K/9194/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-05-31,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-3543K-9194-1-mcil
92.63,community-infrastructure-levy,P2015/3543/FUL-da,MC15/3543K/9194/1-admin,,2020-06-19,local-authority-eng:ISL,2019-05-31,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-3543K-9194-1-admin
192547.84,mayoral-community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-11-07,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0297C-8913-1-mcil
8022.82,community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/1-admin,,2020-06-19,local-authority-eng:ISL,2019-11-07,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0297C-8913-1-admin
115275.74,mayoral-community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/2-mcil,,2020-06-19,local-authority-eng:ISL,2019-11-07,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0297C-8913-2-mcil
4803.15,community-infrastructure-levy,P2017/0297/FUL-da,MC17/0297C/8913/2-admin,,2020-06-19,local-authority-eng:ISL,2019-11-07,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-0297C-8913-2-admin
6261.1,mayoral-community-infrastructure-levy,P2015/5283/FUL-da,MC15/5283M/4821/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-08-09,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-5283M-4821-1-mcil
260.87,community-infrastructure-levy,P2015/5283/FUL-da,MC15/5283M/4821/1-admin,,2020-06-19,local-authority-eng:ISL,2019-08-09,0,/developer-agreement-contribution/local-authority-eng/ISL/MC15-5283M-4821-1-admin
34473.37,mayoral-community-infrastructure-levy,P2017/1889/FUL-da,MC17/1889N/0128/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-11-08,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-1889N-0128-1-mcil
1436.39,community-infrastructure-levy,P2017/1889/FUL-da,MC17/1889N/0128/1-admin,,2020-06-19,local-authority-eng:ISL,2019-11-08,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-1889N-0128-1-admin
17915.41,mayoral-community-infrastructure-levy,P2017/2992/FUL-da,MC17/2992A/4950/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-04-10,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2992A-4950-1-mcil
746.47,community-infrastructure-levy,P2017/2992/FUL-da,MC17/2992A/4950/1-admin,,2020-06-19,local-authority-eng:ISL,2019-04-10,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2992A-4950-1-admin
5529.6,mayoral-community-infrastructure-levy,P2017/2787/FUL-da,MC17/2787Q/4971/1-mcil,,2020-06-19,local-authority-eng:ISL,2020-01-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2787Q-4971-1-mcil
230.4,community-infrastructure-levy,P2017/2787/FUL-da,MC17/2787Q/4971/1-admin,,2020-06-19,local-authority-eng:ISL,2020-01-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2787Q-4971-1-admin
10191.33,mayoral-community-infrastructure-levy,P2016/2350/FUL-da,MC16/350A/4026/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-08-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-350A-4026-1-mcil
424.63,community-infrastructure-levy,P2016/2350/FUL-da,MC16/350A/4026/1-admin,,2020-06-19,local-authority-eng:ISL,2019-08-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-350A-4026-1-admin
19403.2,mayoral-community-infrastructure-levy,P2017/2961/FUL (2)-da,MC17/2961A/0764/1-mcil,,2020-06-19,local-authority-eng:ISL,2020-01-29,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2961A-0764-1-mcil
808.46,community-infrastructure-levy,P2017/2961/FUL (2)-da,MC17/2961A/0764/1-admin,,2020-06-19,local-authority-eng:ISL,2020-01-29,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-2961A-0764-1-admin
4581.32,mayoral-community-infrastructure-levy,P2016/0455/FUL-da,MC16/0455Q/8753/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-04-10,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-0455Q-8753-1-mcil
190.88,community-infrastructure-levy,P2016/0455/FUL-da,MC16/0455Q/8753/1-admin,,2020-06-19,local-authority-eng:ISL,2020-01-29,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-0455Q-8753-1-admin
1002833.81,mayoral-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-04-10,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-1-mcil
41784.74,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/1-admin,,2020-06-19,local-authority-eng:ISL,2019-04-10,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-1-admin
1002833.81,mayoral-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/2-mcil,,2020-06-19,local-authority-eng:ISL,2019-04-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-2-mcil
41784.74,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/2-admin,,2020-06-19,local-authority-eng:ISL,2019-04-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-2-admin
1033222.72,mayoral-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/3-mcil,,2020-06-19,local-authority-eng:ISL,2019-04-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-3-mcil
43050.94,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/3-admin,,2020-06-19,local-authority-eng:ISL,2019-04-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3103A-8924-3-admin
3388.2,mayoral-community-infrastructure-levy,P2016/4928/FUL-da,MC16/4928R/9833/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-08-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-4928R-9833-1-mcil
141.17,community-infrastructure-levy,P2016/4928/FUL-da,MC16/4928R/9833/1-admin,,2020-06-19,local-authority-eng:ISL,2019-08-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC16-4928R-9833-1-admin
173938.42,mayoral-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-1-mcil
7247.43,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/1-admin,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-1-admin
173938.42,mayoral-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/2-mcil,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-2-mcil
7247.43,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/2-admin,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-2-admin
125444.07,mayoral-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/3-mcil,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-3-mcil
5226.83,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/3-admin,,2020-06-19,local-authority-eng:ISL,2019-04-01,0,/developer-agreement-contribution/local-authority-eng/ISL/MC17-3429N-9739-3-admin
57211.53,mayoral-community-infrastructure-levy,P2018/1322/S73-da,MC18/1322B/4710/1-mcil,,2020-06-19,local-authority-eng:ISL,2020-01-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1322B-4710-1-mcil
2383.81,community-infrastructure-levy,P2018/1322/S73-da,MC18/1322B/4710/1-admin,,2020-06-19,local-authority-eng:ISL,2020-01-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1322B-4710-1-admin
3422.42,mayoral-community-infrastructure-levy,P2018/3887/FUL-da,MC18/3887N/0730/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-12-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-3887N-0730-1-mcil
142.6,community-infrastructure-levy,P2018/3887/FUL-da,MC18/3887N/0730/1-admin,,2020-06-19,local-authority-eng:ISL,2019-12-02,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-3887N-0730-1-admin
192547.84,mayoral-community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-06-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-0523A-0107-1-mcil
8022.82,community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/1-admin,,2020-06-19,local-authority-eng:ISL,2019-06-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-0523A-0107-1-admin
26350.25,mayoral-community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/2-mcil,,2020-06-19,local-authority-eng:ISL,2019-06-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-0523A-0107-2-mcil
1097.92,community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/2-admin,,2020-06-19,local-authority-eng:ISL,2019-06-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-0523A-0107-2-admin
158252.78,mayoral-community-infrastructure-levy,P2018/1578/FUL-da,MC18/1578A/0672/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-10-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1578A-0672-1-mcil
6593.86,community-infrastructure-levy,P2018/1578/FUL-da,MC18/1578A/0672/1-admin,,2020-06-19,local-authority-eng:ISL,2019-10-24,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1578A-0672-1-admin
921.6,mayoral-community-infrastructure-levy,P2018/4235/FUL-da,MC18/4235P/0264/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-07-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-4235P-0264-1-mcil
38.4,community-infrastructure-levy,P2018/4235/FUL-da,MC18/4235P/0264/1-admin,,2020-06-19,local-authority-eng:ISL,2019-07-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-4235P-0264-1-admin
37651.2,mayoral-community-infrastructure-levy,P2018/1671/FUL-da,MC18/1671B/0320/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-12-17,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1671B-0320-1-mcil
1568.8,community-infrastructure-levy,P2018/1671/FUL-da,MC18/1671B/0320/1-admin,,2020-06-19,local-authority-eng:ISL,2019-12-17,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-1671B-0320-1-admin
13670.4,mayoral-community-infrastructure-levy,P2019/0244/FUL-da,MC19/0244L/4475/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-11-19,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-0244L-4475-1-mcil
569.6,community-infrastructure-levy,P2019/0244/FUL-da,MC19/0244L/4475/1-admin,,2020-06-19,local-authority-eng:ISL,2019-11-19,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-0244L-4475-1-admin
1113.6,mayoral-community-infrastructure-levy,P2018/4232/FUL-da,MC18/4232H/0476/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-10-11,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-4232H-0476-1-mcil
46.4,community-infrastructure-levy,P2018/4232/FUL-da,MC18/4232H/0476/1-admin,,2020-06-19,local-authority-eng:ISL,2019-10-11,0,/developer-agreement-contribution/local-authority-eng/ISL/MC18-4232H-0476-1-admin
13593.6,mayoral-community-infrastructure-levy,P2019/1603/FUL-da,MC19/1603A/0622/1-mcil,,2020-06-19,local-authority-eng:ISL,2020-01-15,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-1603A-0622-1-mcil
566.4,community-infrastructure-levy,P2019/1603/FUL-da,MC19/1603A/0622/1-admin,,2020-06-19,local-authority-eng:ISL,2020-01-15,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-1603A-0622-1-admin
125466.76,mayoral-community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-09-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC55-7018B-0649-1-mcil
5227.78,community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/1-admin,,2020-06-19,local-authority-eng:ISL,2019-09-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC55-7018B-0649-1-admin
49705.89,mayoral-community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/2-mcil,,2020-06-19,local-authority-eng:ISL,2019-09-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC55-7018B-0649-2-mcil
2071.07,community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/2-admin,,2020-06-19,local-authority-eng:ISL,2019-09-13,0,/developer-agreement-contribution/local-authority-eng/ISL/MC55-7018B-0649-2-admin
1.554E+5,mayoral-community-infrastructure-levy,P2019/0183/FUL-da,MC19/0183A/0666/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-09-23,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-0183A-0666-1-mcil
6475,community-infrastructure-levy,P2019/0183/FUL-da,MC19/0183A/0666/1-admin,,2020-06-19,local-authority-eng:ISL,2019-09-23,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-0183A-0666-1-admin
66067.2,mayoral-community-infrastructure-levy,P2019/0551/FUL-da,MC19/0551A/0693/1-mcil,,2020-06-19,local-authority-eng:ISL,2019-11-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-0551A-0693-1-mcil
2752.8,community-infrastructure-levy,P2019/0183/FUL-da,MC19/0551A/0693/1-admin,,2020-06-19,local-authority-eng:ISL,2019-11-12,0,/developer-agreement-contribution/local-authority-eng/ISL/MC19-0551A-0693-1-admin
