resource,amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,start-date,units,slug
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1002833.81,mayoral-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/1-mcil,,2020-06-19,2019-04-10,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,41784.74,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/1-admin,,2020-06-19,2019-04-10,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1002833.81,mayoral-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/2-mcil,,2020-06-19,2019-04-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,41784.74,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/2-admin,,2020-06-19,2019-04-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1033222.72,mayoral-community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/3-mcil,,2020-06-19,2019-04-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,43050.94,community-infrastructure-levy,P2017/3103/FUL-da,MC17/3103A/8924/3-admin,,2020-06-19,2019-04-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,3388.2,mayoral-community-infrastructure-levy,P2016/4928/FUL-da,MC16/4928R/9833/1-mcil,,2020-06-19,2019-08-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,141.17,community-infrastructure-levy,P2016/4928/FUL-da,MC16/4928R/9833/1-admin,,2020-06-19,2019-08-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,173938.42,mayoral-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/1-mcil,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,7247.43,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/1-admin,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,173938.42,mayoral-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/2-mcil,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,7247.43,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/2-admin,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,125444.07,mayoral-community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/3-mcil,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,5226.83,community-infrastructure-levy,P2017/3429/FUL-da,MC17/3429N/9739/3-admin,,2020-06-19,2019-04-01,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,57211.53,mayoral-community-infrastructure-levy,P2018/1322/S73-da,MC18/1322B/4710/1-mcil,,2020-06-19,2020-01-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,2383.81,community-infrastructure-levy,P2018/1322/S73-da,MC18/1322B/4710/1-admin,,2020-06-19,2020-01-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,3422.42,mayoral-community-infrastructure-levy,P2018/3887/FUL-da,MC18/3887N/0730/1-mcil,,2020-06-19,2019-12-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,142.6,community-infrastructure-levy,P2018/3887/FUL-da,MC18/3887N/0730/1-admin,,2020-06-19,2019-12-02,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,192547.84,mayoral-community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/1-mcil,,2020-06-19,2019-06-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,8022.82,community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/1-admin,,2020-06-19,2019-06-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,26350.25,mayoral-community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/2-mcil,,2020-06-19,2019-06-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1097.92,community-infrastructure-levy,P2018/0523/FUL-da,MC18/0523A/0107/2-admin,,2020-06-19,2019-06-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,158252.78,mayoral-community-infrastructure-levy,P2018/1578/FUL-da,MC18/1578A/0672/1-mcil,,2020-06-19,2019-10-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,6593.86,community-infrastructure-levy,P2018/1578/FUL-da,MC18/1578A/0672/1-admin,,2020-06-19,2019-10-24,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,921.6,mayoral-community-infrastructure-levy,P2018/4235/FUL-da,MC18/4235P/0264/1-mcil,,2020-06-19,2019-07-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,38.4,community-infrastructure-levy,P2018/4235/FUL-da,MC18/4235P/0264/1-admin,,2020-06-19,2019-07-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,37651.2,mayoral-community-infrastructure-levy,P2018/1671/FUL-da,MC18/1671B/0320/1-mcil,,2020-06-19,2019-12-17,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1568.8,community-infrastructure-levy,P2018/1671/FUL-da,MC18/1671B/0320/1-admin,,2020-06-19,2019-12-17,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,13670.4,mayoral-community-infrastructure-levy,P2019/0244/FUL-da,MC19/0244L/4475/1-mcil,,2020-06-19,2019-11-19,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,569.6,community-infrastructure-levy,P2019/0244/FUL-da,MC19/0244L/4475/1-admin,,2020-06-19,2019-11-19,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1113.6,mayoral-community-infrastructure-levy,P2018/4232/FUL-da,MC18/4232H/0476/1-mcil,,2020-06-19,2019-10-11,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,46.4,community-infrastructure-levy,P2018/4232/FUL-da,MC18/4232H/0476/1-admin,,2020-06-19,2019-10-11,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,13593.6,mayoral-community-infrastructure-levy,P2019/1603/FUL-da,MC19/1603A/0622/1-mcil,,2020-06-19,2020-01-15,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,566.4,community-infrastructure-levy,P2019/1603/FUL-da,MC19/1603A/0622/1-admin,,2020-06-19,2020-01-15,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,125466.76,mayoral-community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/1-mcil,,2020-06-19,2019-09-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,5227.78,community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/1-admin,,2020-06-19,2019-09-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,49705.89,mayoral-community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/2-mcil,,2020-06-19,2019-09-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,2071.07,community-infrastructure-levy,APP/V5570/C/18/3199860-da,MC55/7018B/0649/2-admin,,2020-06-19,2019-09-13,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,1.554E+5,mayoral-community-infrastructure-levy,P2019/0183/FUL-da,MC19/0183A/0666/1-mcil,,2020-06-19,2019-09-23,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,6475,community-infrastructure-levy,P2019/0183/FUL-da,MC19/0183A/0666/1-admin,,2020-06-19,2019-09-23,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,66067.2,mayoral-community-infrastructure-levy,P2019/0551/FUL-da,MC19/0551A/0693/1-mcil,,2020-06-19,2019-11-12,0,
a4158b07dda1a153d640c7ad7d8e6ac95178985e7bf6d96fc31468071c9b159a,2752.8,community-infrastructure-levy,P2019/0183/FUL-da,MC19/0551A/0693/1-admin,,2020-06-19,2019-11-12,0,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,20083,transport-and-travel,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,21732,transport-and-travel,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2.66E+5,transport-and-travel,P/13/1826/2-da,P/13/1826/2-dac,2019-07-29,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,6E+3,transport-and-travel,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,11468.44,community-facilities,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,1.623E+4,community-facilities,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,62865,community-facilities,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,65828.33,community-facilities,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,8818.5,community-facilities,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,9234.19,community-facilities,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2137028.25,education,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,111481.92,health,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,677688.36,highways,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2139.87,other,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,3E+4,other,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,7.6E+4,other,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,0,open-space-and-leisure,P/13/1826/2-da,P/13/1826/2-dac,,2020-11-04,2017-02-27,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,10076,community-facilities,P/15/0047/2-da,P/15/0047/2-dac,,2020-11-04,2018-05-02,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,5.89E+3,community-facilities,P/15/0047/2-da,P/15/0047/2-dac,,2020-11-04,2018-05-02,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,556233.67,education,P/15/0047/2-da,P/15/0047/2-dac,,2020-11-04,2018-05-02,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,121423.68,health,P/15/0047/2-da,P/15/0047/2-dac,,2020-11-04,2018-05-02,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,3.5E+3,highways,P/15/0047/2-da,P/15/0047/2-dac,,2020-11-04,2018-05-02,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,6E+3,highways,P/15/0047/2-da,P/15/0047/2-dac,,2020-11-04,2018-05-02,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,0,open-space-and-leisure,P/15/0047/2-da,P/15/0047/2-dac,,2020-11-04,2018-05-02,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,5682.5,open-space-and-leisure,P/17/2200/2-da,P/17/2200/2-dac,2019-12-23,2020-11-04,2018-10-26,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,23328.77,health,P/17/0388/2-da,P/17/0388/2-dac,,2020-11-04,2019-12-20,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,62425,community-facilities,P/17/2338/2-dac,P/17/2338/2-dat,,2020-11-04,2019-01-14,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,154555.2,highways,P/17/2338/2-dac,P/17/2338/2-dat,,2020-11-04,2019-01-14,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2.5E+2,monitoring-fees,P/17/2338/2-dac,P/17/2391/2-dac,,2020-11-04,2019-11-29,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,3E+2,monitoring-fees,P/17/2338/2-dac,P/17/2391/2-dac,,2020-11-04,2019-11-29,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,6.9E+2,affordable-housing,P/17/2391/2-da,P/17/2391/2-dac,,2020-11-04,2019-11-29,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,66786.54,education,P/17/2391/2-da,P/17/2391/2-dac,,2020-11-04,2019-11-29,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,14455.2,health,P/17/2391/2-da,P/17/2391/2-dac,,2020-11-04,2019-11-29,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,3E+2,monitoring-fees,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2.4E+2,transport-and-travel,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,7E+3,transport-and-travel,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,1.3E+3,community-facilities,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2222,community-facilities,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,124862,education,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,27446,education,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,23737,health,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,20158.5,open-space-and-leisure,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,29816.59,open-space-and-leisure,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,0,open-space-and-leisure,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,1.2E+3,other,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,4904.68,other,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,0,transport-and-travel,P/18/0284/2-da,P/18/0284/2-dac,,2020-11-04,2019-05-15,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,5931.24,community-facilities,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,3E+2,monitoring-fees,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,3E+2,monitoring-fees,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2687,community-facilities,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2E+4,transport-and-travel,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,25758.24,health,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,1.57E+3,community-facilities,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,72114.55,community-facilities,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,48756.05,education,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,6E+3,community-facilities,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,0,open-space-and-leisure,P/18/0662/2-dac,P/18/0662/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,1268.4,transport-and-travel,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,1.728E+4,transport-and-travel,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,6695.4,community-facilities,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,7.2E+2,community-facilities,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,15269.04,education,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,71683.44,education,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,4681.44,health,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,22502.79,open-space-and-leisure,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2843.3,open-space-and-leisure,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,33283.64,open-space-and-leisure,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,3797.04,open-space-and-leisure,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,5455.86,open-space-and-leisure,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2737.5,other,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,5E+2,other,P/18/0888/2-da,P/18/0888/2-dac,,2020-11-04,2019-06-11,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,0,transport-and-travel,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,2019-12-03,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,3E+2,monitoring-fees,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,2019-12-03,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,0,open-space-and-leisure,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,2019-12-03,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,1705,community-facilities,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,2019-12-03,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,9E+2,community-facilities,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,2019-12-03,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,65605,education,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,2019-12-03,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,95723,education,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,2019-12-03,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,18259,health,P/18/0985/2-da,P/18/0985/2-dac,,2020-11-04,2019-12-03,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2E+4,green-infrastructure,P/18/2058/2-da,P/18/2058/2-dac,2020-11-02,2020-11-04,2019-12-03,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,35948,health,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,2019-03-22,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,3E+2,monitoring-fees,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,2019-03-22,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,3E+2,monitoring-fees,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,2019-03-22,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,0,community-facilities,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,2019-03-22,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,6E+3,highways,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,2019-03-22,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,7.5E+3,highways,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,2019-03-22,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,5778.29,open-space-and-leisure,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,2019-03-22,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,1E+4,other,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,2019-03-22,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,2E+3,other,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,2019-03-22,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,49329.39,other,P/18/2067/2-da,P/18/2067/2-dac,,2020-11-04,2019-03-22,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,80369,other,P/19/0394/2-da,P/19/0394/2-dac,,2020-11-04,2019-12-06,,
a475b18d7eddcb7c3d88b8671ab193c34df929f131d646a5357e6472ec885b39,6E+3,other,P/19/0687/2-da,P/19/0687/2-dac,2019-08-28,2020-11-04,2019-08-20,,
a53905296c09687d6109b8cd24c4683f1becd592f98a1d3b74ae18cad5bdaff2,,,LA/2016/0331/DOV,,,2021-02-12,,,
a53905296c09687d6109b8cd24c4683f1becd592f98a1d3b74ae18cad5bdaff2,,,LA/2019/1555/DOV,,,2021-02-12,,,
a53905296c09687d6109b8cd24c4683f1becd592f98a1d3b74ae18cad5bdaff2,,,LA/2017/2678/DOV,,,2021-02-12,,,
a53905296c09687d6109b8cd24c4683f1becd592f98a1d3b74ae18cad5bdaff2,,,LA/2018/2304/106A,,,2021-02-12,,,
c00186b3bc331dcfdaea2fcae30f437f7cab5bc1de08aa1c95d4ec8b7ee87621,2.961E+4,affordable-housing,IFS222,IFS222/affordable-housing_off-site,,2020-12-31,2019-08-13,,
c00186b3bc331dcfdaea2fcae30f437f7cab5bc1de08aa1c95d4ec8b7ee87621,0,affordable-housing,IFS661,IFS661/affordable-housing_on-site,,2020-12-31,2019-06-14,20,
c00186b3bc331dcfdaea2fcae30f437f7cab5bc1de08aa1c95d4ec8b7ee87621,1.545E+4,affordable-housing,IFS661,IFS661/affordable-housing_off-site,,2020-12-31,2019-06-14,,
c00186b3bc331dcfdaea2fcae30f437f7cab5bc1de08aa1c95d4ec8b7ee87621,217129,open-space-and-leisure,IFS661,IFS661/open-space-and-leisure_off-site,,2020-12-31,2019-06-14,,
c00186b3bc331dcfdaea2fcae30f437f7cab5bc1de08aa1c95d4ec8b7ee87621,0,affordable-housing,IFS665,IFS665/affordable-housing_on-site,,2020-12-31,2019-07-08,7,
