endpoint,endpoint-url,parameters,plugin,entry-date,start-date,end-date
ac85cd6749b8dec9b8be4ec6cf88ae721abeea9089c0f72fb50f8809dfc80050,https://www.gateshead.gov.uk/media/23680/developer-agreement-contribution-20201021/excel/developer-agreement-contribution_20201021.csv?m=637438037899400000,,,2020-12-17,,
266f6a4303ca00862996537c60e84e91f85928a1dd5be53a17e20c369da37303,https://www.gloucester.gov.uk/media/4793/developer-agreement-contribution_20201209.csv,,,2021-01-04,,
b95d4641513f0b999d42de4eeefce08fcbe7d0ddc4d5970c7a9e8aa330ecf15a,http://www.gosport.gov.uk/developer-agreement-contribution,,,2020-12-29,,
b4a9ea1d51cabb43df3b2597cf9b403e66a7711a69743420c1c75c0302b72007,https://www3.halton.gov.uk/Pages/planning/pdf/registers/developercontribution.csv,,,2020-12-22,,
f72c927f7cc0a10adfe5d44facd25c31025403dc46b9e55815e67c26957a60e0,https://lbhounslow.sharepoint.com/:x:/s/InternetLinks/pp/EQJMr0aNJQRLknjBx6PeCygBeX5yyQQxbebMc6K5rNUI5g?e=Bj19ZY,,,2020-12-22,,
96b7450b1f36e003fe640407e12ff8818015401412c3ec0bddcdba7afb369896,https://www.hertfordshire.gov.uk/developer-agreement-contribution,,,2021-01-04,,
ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,https://www.iow.gov.uk/PlanningObligations/Download.ashx?type=Extract&extract=Contributions,,,2021-01-04,,
9c3bc807103396ac8676859a0ef89768e8f67ee4a677da0693333571e1c50f4c,https://www.islington.gov.uk/developer-agreement-contribution,,,2020-12-24,,
67d437af3185d71185cb7693beff108ebc6feea2f91df5feb616f87ace9a429e,https://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/business/pdf/S106%20developer-agreement-contribution_20200331.csv,,,2020-12-23,,
80ba52142432123215915ed80bbee5b568de768a92ef8f7b97fe872a57fa6c5f,https://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/business/pdf/CIL%20developer-agreement-contribution_20200331.csv,,,2020-12-23,,
ea080017f5b7e966e610a093053208abc19117506eca678fd3532938502e519d,https://www.norfolk.gov.uk/-/media/norfolk/downloads/rubbish-recycling-planning/planning/developer-agreement-contributions.csv,,,2020-12-16,,
8e78089325ae9aa83ac898bdac70b13f48c3867b3d310af4a9016b29c70c8c35,https://www.northlincs.gov.uk/wp-content/uploads/2020/12/developer-agreement-contribution.csv,,,2020-12-22,,
1b78db1c1f91b863efc393197395697a831ae6fe7c3e0050a004e12e38d57fcc,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/developer-agreement-contribution.csv,,,2021-01-04,,
3a04a41d701d43fd88fa3bb2851a3715d68e395ff9da1819b210704df2f10f6b,https://www.sevenoaks.gov.uk/downloads/file/3078/cil_developer_contributions_-_april_2019_to_march_2020,,,2021-01-12,,
5bd3fe053af0d46c804498e2938e16786d65935044797ce394a03aa93bc3188f,https://southhams.gov.uk/developer-agreement-contribution,,,2020-12-18,,
ee9944f8f80e2eb0bc662cdabd825e4e4db64a5416112c6e442f23f12263b341,https://www.southlakeland.gov.uk/media/7346/developer-agreement-contribution-2020.csv,,,2020-12-23,,
ea306a1820af9ac94bbf75ae6de68a40a8446d1c1988a8ff2f4956dda6080196,https://www.salford.gov.uk/media/396062/developer-agreement-contribution_20201009.csv,,,2020-12-22,,
3c6e01bbf35f5618601873d4025c1d3abae976b24dd58bd41611feea56f7d84e,https://www.sunderland.gov.uk/article/17800/Developer-agreement-contribution-CSV,,,2020-12-18,,
450f93f25887ed07df4f266fd5c6c4c910d84ff6a0d37e71aa7edfe297c4dffe,https://www.southnorthants.gov.uk/download/downloads/id/7030/developer-agreement-20201221.csv,,,2020-12-22,,
f5fc273210dfd5dc13e851eddc2f07d7b3cc57239c701cb872d4580d1c3c5b05,https://tewkesburyborough-my.sharepoint.com/:x:/g/personal/website_tewkesburyborough_onmicrosoft_com/Ea-2LpygDC1GlCrQ7vugR-oBpjElTEQJmSsSrsqNsPaROQ?e=rH6xNZ,,,2021-01-04,,
03b4b9c71aff16af723080addffa2c63812efe2dc0a0d28772c8e87bcec1db22,https://docs.tmbc.gov.uk/docs/S106/developer-agreement-contribution_20201209.csv,,,2020-12-16,,
1e35b6daadcfaf1a2a40d68b19c18ba92c8ced6ad0e9bdfb3c378fc1c156b9f2,https://docs.tmbc.gov.uk/docs/S106/developer-agreement-contribution_20201231.csv,,,2021-01-04,,
697dbfe28573767f45aeb099d7babe91561e95353609c8a18ab855fbd0dc96f5,https://westdevon.gov.uk/developer-agreement-contribution,,,2020-12-18,,
914e84dd87312abf478d67da171e8dc5c8e6946ce7ad0d32737dab75f5530698,https://www.wiltshire.gov.uk/developer-agreement-contribution,,,2021-01-04,,
acc64c0dfd7cb892710745cc128c5a52c05c5219274baf6fc04c615caa343203,"https://www.adur-worthing.gov.uk/media/Media,158844,smxx.csv",,,2020-12-21,,
86b8b9fb695025941a7f16e9db7c35b5573345460b92d95383d537ad14470ccd,https://www.broads-authority.gov.uk/__data/assets/file/0030/348717/developer-agreement-contributions.csv,,,2020-10-02,,
fac58beef7997f7697044f4ad77e922092c43182bb6fe746631785e760d452cd,https://www.newforestnpa.gov.uk/app/uploads/2020/12/developer-agreement-contribution_20201218.csv,,,2020-12-18,,
